source_concept_code,source_concept_name,source_concept_count,source_vocabulary_id
9000001105101001,Immunoglobulin G2 Level,7402,gstt_iclinicalmanager
2000001135101001,Femur right - X-Ray,7391,gstt_iclinicalmanager
1000001394101001,Endomysial Antibody,7390,gstt_iclinicalmanager
1106101001,Immunoglobulin G3 Level,7388,gstt_iclinicalmanager
1000001106101001,Immunoglobulin G4 Level,7386,gstt_iclinicalmanager
1000003348101001,Myositis Specific ENA,7377,gstt_iclinicalmanager
3000001115101001,Glucose Level Fluid,7366,gstt_iclinicalmanager
2000002738101001,Finger ring Lt - X-Ray,7365,gstt_iclinicalmanager
5000001079101001,Potassium Level Urine,7362,gstt_iclinicalmanager
1000001146290001,Grip Strength 1,7337,gstt_iclinicalmanager
9000001206101001,Ascitic Fluid MC&S,7325,gstt_iclinicalmanager
3000002245101001,Sesame Allergen,7274,gstt_iclinicalmanager
1000001012101001,Thyroid scan Technetium - N Med,7254,gstt_iclinicalmanager
3000001139101001,Fructosamine Level,7205,gstt_iclinicalmanager
6000001161101001,Cortisol Level 0 min,7204,gstt_iclinicalmanager
5000001162101001,Cortisol Level 30 min,7187,gstt_iclinicalmanager
8000001162101001,Cortisol Level 60 min,7148,gstt_iclinicalmanager
7000003349101001,Grass Pollen Mix 3 Allergen,7138,gstt_iclinicalmanager
3000002784101001,High resolution chest - CT,7078,gstt_iclinicalmanager
4000001152101001,Cysto-Metrogram,7077,gstt_iclinicalmanager
5000001198101001,Androstenedione Level,7072,gstt_iclinicalmanager
9000001070101001,Parvovirus IgM,7063,gstt_iclinicalmanager
8000001250101001,Proctogram,7051,gstt_iclinicalmanager
6000001249101001,Urine Unspecified,7050,gstt_iclinicalmanager
1101101001,Humerus left - X-Ray,6969,gstt_iclinicalmanager
1138101001,Foot (Left) Swab,6968,gstt_iclinicalmanager
1000002415101001,Dermatology Mycology Superficial,6960,gstt_iclinicalmanager
1000001135101001,Femur left - X-Ray,6953,gstt_iclinicalmanager
1000002738101001,Finger ring Rt - X-Ray,6944,gstt_iclinicalmanager
4000001138101001,Foot Ulcer (Left ) Swab,6902,gstt_iclinicalmanager
1000001158101001,Drainage - US,6851,gstt_iclinicalmanager
2000001040290001,Maximum Tolerated Volume,6842,gstt_iclinicalmanager
9000001184101001,Cardiac - MRI,6836,gstt_iclinicalmanager
1071101001,Paul Bunnell Test,6808,gstt_iclinicalmanager
5000004360101001,Serum BHCG (Abbott),6804,gstt_iclinicalmanager
3000001093101001,RSV Antigen Test,6802,gstt_iclinicalmanager
9000003748101001,UA Carotid & Vertebral.,6776,gstt_iclinicalmanager
7000001016101001,Sirolimus Level,6774,gstt_iclinicalmanager
4000001150101001,Ear Swab (Left),6753,gstt_iclinicalmanager
4000001077101001,Pleural Fluid (left) MC&S,6746,gstt_iclinicalmanager
6000004379101001,POCT Urine Nitrite,6737,gstt_iclinicalmanager
4380101001,POCT Urine Blood,6737,gstt_iclinicalmanager
4000004379101001,POCT Urine Ketone,6737,gstt_iclinicalmanager
7000004379101001,POCT Urine pH,6737,gstt_iclinicalmanager
8000004379101001,POCT Urine Protein,6737,gstt_iclinicalmanager
3000004379101001,POCT Urine Glucose,6737,gstt_iclinicalmanager
2000001907101001,Microbiology Specimen,6737,gstt_iclinicalmanager
5000004379101001,POCT Urine Leukocyte,6737,gstt_iclinicalmanager
4000004380101001,POCT Clarity,6736,gstt_iclinicalmanager
1068101001,Measles Virus IgG,6729,gstt_iclinicalmanager
6000001050101001,Non-Esterified Fatty Acids Level,6711,gstt_iclinicalmanager
3000004380101001,POCT Colour,6700,gstt_iclinicalmanager
6000001142101001,Carbapenem Resistance Screen,6687,gstt_iclinicalmanager
1000001101101001,Humerus right - X-Ray,6685,gstt_iclinicalmanager
1000001015101001,Tracheostomy Site Swab,6679,gstt_iclinicalmanager
5000002737101001,Finger index Rt - X-Ray,6656,gstt_iclinicalmanager
1000003166101001,Reptilase time ratio,6642,gstt_iclinicalmanager
3000002737101001,Finger index Lt - X-Ray,6638,gstt_iclinicalmanager
5000001124101001,Hips - MRI,6601,gstt_iclinicalmanager
4000002750101001,USD - Neck US,6588,gstt_iclinicalmanager
1000002634101001,Virus Detection on EDTA Blood,6556,gstt_iclinicalmanager
2000001042101001,Orbit - MRI,6556,gstt_iclinicalmanager
4000001146101001,ENA RNP,6529,gstt_iclinicalmanager
2000004258101001,POCT Prothrombin time (INR),6526,gstt_iclinicalmanager
2000001032101001,Valproate Level,6494,gstt_iclinicalmanager
6000001146101001,ENA Sm,6489,gstt_iclinicalmanager
4000001126101001,Factor IX,6488,gstt_iclinicalmanager
1000001713101001,Stress imaging - N Med,6487,gstt_iclinicalmanager
1000001022101001,Sternal Swab,6473,gstt_iclinicalmanager
6000001051101001,LVS Swab,6464,gstt_iclinicalmanager
9000001157101001,Drain Site Swab,6442,gstt_iclinicalmanager
1000001718101001,Rest imaging - N Med,6425,gstt_iclinicalmanager
4000002743101001,Pelvis rectum - MRI,6414,gstt_iclinicalmanager
1000001161101001,Creatinine Level Fluid,6406,gstt_iclinicalmanager
3000002400101001,Antibody Specificity.,6399,gstt_iclinicalmanager
2000001818101001,Head & Neck Histopathology - General,6395,gstt_iclinicalmanager
2000003530101001,Sleep Clinic - Paediatric Cardiorespiratory Sleep Study,6392,gstt_iclinicalmanager
6000001509101001,Reticulin Type 1 Antibody,6350,gstt_iclinicalmanager
6000001687101001,Shoulder Rt - MRI,6315,gstt_iclinicalmanager
1000004192101001,COVID-19 Sample Type,6279,gstt_iclinicalmanager
1000001409101001,Crossmatched  Units.,6255,gstt_iclinicalmanager
4000001130101001,Factor V (Leiden),6233,gstt_iclinicalmanager
7000004160101001,RCI Referral Test 1 - Result,6232,gstt_iclinicalmanager
2000001624101001,Breast Milk Pre-pasteurisation,6219,gstt_iclinicalmanager
5000002241101001,Cat Dander Allergen,6201,gstt_iclinicalmanager
6000002245101001,Pinenut Allergen,6164,gstt_iclinicalmanager
8000001070101001,Parvovirus IgG,6140,gstt_iclinicalmanager
1000003749101001,UA Iliac A/V.,6119,gstt_iclinicalmanager
3000001130290001,:  Breathy,6102,gstt_iclinicalmanager
1000001129101001,Facial bones - CT,6085,gstt_iclinicalmanager
4000002722101001,Guided core biopsy breast Lt - US,6064,gstt_iclinicalmanager
8000002241101001,Dog Dander Allergen,6048,gstt_iclinicalmanager
5000001138101001,Foot Ulcer (Right) Swab,6048,gstt_iclinicalmanager
1000001470101001,Unprocessed Group   & Antibody Screen,6044,gstt_iclinicalmanager
5000003035101001,Leucine Blood Spot,6038,gstt_iclinicalmanager
4000003035101001,Isoleucine Blood Spot,6038,gstt_iclinicalmanager
3000003035101001,Valine Blood Spot,6038,gstt_iclinicalmanager
2000003035101001,Alloisoleucine Blood Spot,6033,gstt_iclinicalmanager
5000002722101001,Guided core biopsy breast Rt - US,6015,gstt_iclinicalmanager
1250101001,Wound Swab,6013,gstt_iclinicalmanager
8000003617101001,Hip Both - US,6013,gstt_iclinicalmanager
2000001401101001,RBC.,5985,gstt_iclinicalmanager
1000001405101001,Lymphocytes.,5983,gstt_iclinicalmanager
2000001039101001,Spinal Cord - MRI,5975,gstt_iclinicalmanager
2000001317101001,Originating Lab Number,5974,gstt_iclinicalmanager
3000001184101001,Carbamazepine Level,5966,gstt_iclinicalmanager
1000002563101001,UA Surveillance Aortic EVAR,5936,gstt_iclinicalmanager
3000002345101001,MRSA Screen -  other site/specimen,5919,gstt_iclinicalmanager
4000001064101001,Long Legs - X-Ray,5876,gstt_iclinicalmanager
5000001175101001,Chest Drain Site Swab,5840,gstt_iclinicalmanager
7000002647101001,Mobile image intensifier Lower Limb Rt -Th,5831,gstt_iclinicalmanager
1000002244101001,Wheat Allergen,5830,gstt_iclinicalmanager
6000001076101001,Placental Swab,5811,gstt_iclinicalmanager
9000001171101001,Cell Markers Conclusion,5808,gstt_iclinicalmanager
1000001375101001,Sample sent to:,5805,gstt_iclinicalmanager
5000001030101001,Urine (Bag Urine),5758,gstt_iclinicalmanager
4000001797101001,CMV Load Copies/ml whole blood.,5738,gstt_iclinicalmanager
2000001797101001,CMV DNA.,5738,gstt_iclinicalmanager
5000001797101001,Log copy number..,5738,gstt_iclinicalmanager
4000001281101001,Erythropoietin,5734,gstt_iclinicalmanager
9000001175101001,Chest Swab,5712,gstt_iclinicalmanager
4000001089101001,Protein S Antigen Total,5708,gstt_iclinicalmanager
5000001035101001,Vitamin E Level,5695,gstt_iclinicalmanager
2000004194101001,COVID-19 KNOWN infection PCR Nose & Throat,5667,gstt_iclinicalmanager
2000001694101001,Doppler Groin Rt - US,5662,gstt_iclinicalmanager
6000004271101001,COVID-19 Patient Setting (OH),5643,gstt_iclinicalmanager
4000004271101001,COVID-19 Sample Type (OH),5643,gstt_iclinicalmanager
1000001317290001,Hb (g/L),5629,gstt_iclinicalmanager
2000004161101001,Rh/K Phenotype Interpretation,5629,gstt_iclinicalmanager
5000001028101001,Theophylline Level,5615,gstt_iclinicalmanager
5000001150101001,Ear Swab (Right),5611,gstt_iclinicalmanager
3000001188101001,Abdomen - Mobile - X-Ray,5611,gstt_iclinicalmanager
7000001210101001,Aspiration FN - US,5592,gstt_iclinicalmanager
2000002939101001,Date of Sample,5591,gstt_iclinicalmanager
6000001688101001,Foot/ankle Rt - MRI,5587,gstt_iclinicalmanager
8000001071101001,Pelvis - CT,5574,gstt_iclinicalmanager
1000001214101001,Breast - MRI,5559,gstt_iclinicalmanager
7000001687101001,Shoulder Lt - MRI,5558,gstt_iclinicalmanager
3000002750101001,USD - Submandibular Gland US,5553,gstt_iclinicalmanager
6000002754101001,Shoulder Rt - US,5538,gstt_iclinicalmanager
1191101001,ACTH Level 0 min,5537,gstt_iclinicalmanager
6000002647101001,Mobile image intensifier Lower Limb Lt - Th,5529,gstt_iclinicalmanager
8000001054101001,MRSA Screen Other Site Swab,5522,gstt_iclinicalmanager
9000004163101001,.DAGT Blood Bank.,5513,gstt_iclinicalmanager
1000001085101001,Clin Oncology - CT (STH only),5493,gstt_iclinicalmanager
8000001036101001,VWF:GPIbR Activity,5453,gstt_iclinicalmanager
1000001624101001,Breast Milk Post Pasteurisation,5433,gstt_iclinicalmanager
4000001149101001,Dynamic renal MAG3 + lasix - N Med,5421,gstt_iclinicalmanager
3000002800101001,Pelvis SIJ Both - MRI,5420,gstt_iclinicalmanager
7000001688101001,Foot/ankle Lt - MRI,5397,gstt_iclinicalmanager
2000003286101001,EBV load IU/mL whole blood.,5396,gstt_iclinicalmanager
1000003286101001,EBV DNA.,5396,gstt_iclinicalmanager
3000003286101001,EBV load IU/mL log value.,5396,gstt_iclinicalmanager
7000003579101001,Thyroid - Parathyroid - US,5389,gstt_iclinicalmanager
1000003914101001,Anti-RNP 70 Antibodies,5379,gstt_iclinicalmanager
2000002219101001,Calcium Creatinine Ratio Urine.,5362,gstt_iclinicalmanager
3000001035101001,Vitamin A Level,5342,gstt_iclinicalmanager
1000002447101001,HIV-1 Incidence Test (STARHS),5320,gstt_iclinicalmanager
4000001072101001,Penile Swab,5312,gstt_iclinicalmanager
3355101001,Save Sample,5305,gstt_iclinicalmanager
2000001215101001,Bronchial Washings for AFB,5294,gstt_iclinicalmanager
2000002425101001,HLA Type (Class I and Class II),5284,gstt_iclinicalmanager
9000001140101001,Factor XI,5271,gstt_iclinicalmanager
9000001212101001,Borrelia burgdorferi Abs,5261,gstt_iclinicalmanager
1000003010101001,Lane Fox - Oximetry,5257,gstt_iclinicalmanager
3000002259101001,Toxoplasma IgM..,5250,gstt_iclinicalmanager
1000002639101001,RBC Phenotype.,5233,gstt_iclinicalmanager
8000002345101001,MRSA Screen - (Critical Care) rectal,5227,gstt_iclinicalmanager
6000002241101001,Peanut allergen,5217,gstt_iclinicalmanager
2000002603101001,BETHN8 (Njimegen Bethesda Assay),5192,gstt_iclinicalmanager
3000001111101001,IVU/IVP - X-ray,5189,gstt_iclinicalmanager
2000001118101001,Groin (Left) Swab,5184,gstt_iclinicalmanager
1000002063101001,HPV by hybrid capture 2,5174,gstt_iclinicalmanager
1669101001,St John's Histo 1st Addendum Report,5164,gstt_iclinicalmanager
8000002750101001,Lower Occlusal - Dental,5164,gstt_iclinicalmanager
1431101001,Acetyl Chol. Rec. Ab,5146,gstt_iclinicalmanager
2000002245101001,Cod Allergen,5138,gstt_iclinicalmanager
1179101001,Bone - MC & S,5134,gstt_iclinicalmanager
5000001181101001,C Reactive Protein Level Low  Level Test,5129,gstt_iclinicalmanager
3000002603101001,AF8S (Anti-FVIII Screen by Elisa),5128,gstt_iclinicalmanager
3000001118101001,Groin (Right) Swab,5122,gstt_iclinicalmanager
6000002744101001,Cone Beam CT Facial bones,5117,gstt_iclinicalmanager
6000002740101001,Toe great Rt - X-Ray,5116,gstt_iclinicalmanager
3000001054101001,Mouth Swab - ENT,5115,gstt_iclinicalmanager
2000002596101001,B-Hydroxybutyrate,5111,gstt_iclinicalmanager
7000001152101001,Cryoglobulins,5109,gstt_iclinicalmanager
9000001103101001,HIV anti-retroviral resistance,5101,gstt_iclinicalmanager
2000001855101001,Sample Time,5096,gstt_iclinicalmanager
3000001210101001,Aspergillus Ab-ELISA,5089,gstt_iclinicalmanager
8000001192101001,AFB investigations (EMU),5088,gstt_iclinicalmanager
1000001411101001,Pneumococcal Urinary Antigen,5085,gstt_iclinicalmanager
1000002226101001,M. pneumoniae IgM,5074,gstt_iclinicalmanager
6000001148101001,Dynamic joint - US,5032,gstt_iclinicalmanager
1023101001,Strongyloides Serology,5012,gstt_iclinicalmanager
5000002315101001,ERCP.,5008,gstt_iclinicalmanager
2000001121101001,Head - US,5008,gstt_iclinicalmanager
3000002122101001,HSV-1/2 IgG,4997,gstt_iclinicalmanager
2000002122101001,HSV-2 IgG,4997,gstt_iclinicalmanager
4000002122101001,HSV Serology Conclusion,4997,gstt_iclinicalmanager
1000001180101001,Biopsy - US,4987,gstt_iclinicalmanager
3000003615101001,Groin and inguinal region - US,4966,gstt_iclinicalmanager
6000001204101001,APTT (Manual KC10),4959,gstt_iclinicalmanager
2000001094101001,Sample Received,4954,gstt_iclinicalmanager
6000001383290001,FEV1 %  Change From Baseline,4942,gstt_iclinicalmanager
5000001144101001,ERCP,4922,gstt_iclinicalmanager
7000001061101001,Leg Ulcer (left) Swab,4919,gstt_iclinicalmanager
8000001875101001,MRSA Admission 2 Set - Nose Axilla Groin,4912,gstt_iclinicalmanager
1000003167101001,Protein C activity,4895,gstt_iclinicalmanager
2000001105101001,Hepatitis B Core IgM.,4890,gstt_iclinicalmanager
2000003812101001,Rapid Flu/RSV,4888,gstt_iclinicalmanager
1000002914101001,Lung ventilation Perfusion Spect - N Med,4876,gstt_iclinicalmanager
7000001193101001,Albumin Corrected Calcium Level,4861,gstt_iclinicalmanager
1000001398101001,Urinary trct w resid & flow rate - US,4846,gstt_iclinicalmanager
1000003197101001,Adult Congenital Heart Disease - MRI,4844,gstt_iclinicalmanager
9000001192101001,AFB Investigations Fluid,4844,gstt_iclinicalmanager
1688101001,Wrist Rt - MRI,4820,gstt_iclinicalmanager
4000001143101001,Enema - CT,4814,gstt_iclinicalmanager
1000002984101001,DPD5FU,4808,gstt_iclinicalmanager
3000004360101001,CA-125 Level (Abbott),4795,gstt_iclinicalmanager
1000002775101001,MRI under General Anaesthetic,4761,gstt_iclinicalmanager
4000001208101001,Back Swab,4757,gstt_iclinicalmanager
4000001136101001,Finger Swab,4744,gstt_iclinicalmanager
5000001099101001,Homocysteine Level,4736,gstt_iclinicalmanager
2000001257101001,Specimen Type.,4713,gstt_iclinicalmanager
2000001382101001,Antibody Titre (Blood Bank),4704,gstt_iclinicalmanager
2000003143101001,Vitamin D3 Level.,4688,gstt_iclinicalmanager
8000001535101001,PLT (Citrate Sample),4684,gstt_iclinicalmanager
6000001013101001,Toe - X-Ray,4682,gstt_iclinicalmanager
2000001655101001,.Molecular Conclusion (HB),4673,gstt_iclinicalmanager
1000003216101001,Bag Urine.,4669,gstt_iclinicalmanager
2000001328101001,Albumin Screen Urine,4665,gstt_iclinicalmanager
7000001097101001,Problem Infection Request,4661,gstt_iclinicalmanager
9000003308101001,Anti Nuclear Antibodies Paed,4661,gstt_iclinicalmanager
1000003005101001,Endobronchial Ultrasound,4591,gstt_iclinicalmanager
5000002754101001,Shoulder Lt - US,4571,gstt_iclinicalmanager
1181101001,Blood Culture - other,4541,gstt_iclinicalmanager
4000001188101001,Abdomen - MRI,4526,gstt_iclinicalmanager
8000001066101001,Mandible - X-Ray,4524,gstt_iclinicalmanager
7000001031101001,V/Q scan - N Med,4493,gstt_iclinicalmanager
4000001917101001,HLA-B*5701 Status,4481,gstt_iclinicalmanager
1000001196101001,Alpha 1 Antitrypsin Phenotype,4478,gstt_iclinicalmanager
7000001668101001,Immunofluorescence Tissue Report,4477,gstt_iclinicalmanager
4000001691101001,Myocardial Perfusion Rest Only - NM,4477,gstt_iclinicalmanager
7000002742101001,Foot Rt - MRI,4477,gstt_iclinicalmanager
2000001147290001,Grip Strength 2,4468,gstt_iclinicalmanager
7000001013101001,Toe Swab,4453,gstt_iclinicalmanager
5000002740101001,Toe great Lt - X-Ray,4440,gstt_iclinicalmanager
1000001109101001,Int   :,4427,gstt_iclinicalmanager
9000001273101001,Unprocessed FBC &  Diff,4413,gstt_iclinicalmanager
5000001324101001,Intrinsic Factor Antibodies.,4413,gstt_iclinicalmanager
4000001166101001,Clavicle right - X-Ray,4403,gstt_iclinicalmanager
1000001147290001,Grip Strength 2,4402,gstt_iclinicalmanager
6000002742101001,Foot Lt - MRI,4396,gstt_iclinicalmanager
8000001138101001,Free Prostatic Specific Ag Level,4395,gstt_iclinicalmanager
1000001179101001,Bone Age (Hand) - X-Ray,4358,gstt_iclinicalmanager
3000001280101001,Multiple Specimens for Microbiology,4356,gstt_iclinicalmanager
4000002441101001,EBV DNA,4339,gstt_iclinicalmanager
3000001028290001,Respirations,4338,gstt_iclinicalmanager
2000003705101001,Histopathology Placenta Request,4331,gstt_iclinicalmanager
3000003318101001,Egg Allergen,4325,gstt_iclinicalmanager
6000001077101001,Pleural Fluid for AFB,4318,gstt_iclinicalmanager
4000001433101001,Endomysial Ab IgA,4311,gstt_iclinicalmanager
6000001691101001,Myocardial Perf. Stress only Adenosine,4305,gstt_iclinicalmanager
1141101001,Faecal Occult Blood,4301,gstt_iclinicalmanager
1000004082101001,Hazel nut cor a 14 (recomb) Allergen,4294,gstt_iclinicalmanager
1000003168101001,Free protein S antigen,4291,gstt_iclinicalmanager
1000002724101001,Abdomen with contrast - CT,4286,gstt_iclinicalmanager
1000001274101001,Unprocessed FBC &   Diff,4283,gstt_iclinicalmanager
1000002635101001,Sezary Like Cell Count,4272,gstt_iclinicalmanager
1000001592101001,GlutcAcidDecarbse(GAD)Ab,4251,gstt_iclinicalmanager
3000001166101001,Clavicle left - X-Ray,4246,gstt_iclinicalmanager
9000003348101001,IA2 Antibodies,4243,gstt_iclinicalmanager
7000002245101001,Shrimp Allergen,4238,gstt_iclinicalmanager
3000001142101001,Gentamicin Assay (post dose),4235,gstt_iclinicalmanager
8000001061101001,Leg Ulcer (right) Swab,4223,gstt_iclinicalmanager
4000002244101001,Hazel Nut allergen,4217,gstt_iclinicalmanager
2000001148290001,Grip Strength 3,4206,gstt_iclinicalmanager
9000001133101001,Faeces for Cult. & Parasites,4180,gstt_iclinicalmanager
1129101001,Facet joint - Th,4166,gstt_iclinicalmanager
5000002751101001,Fluoroscopic guided stent insertion,4165,gstt_iclinicalmanager
8000002244101001,Almond allergen,4164,gstt_iclinicalmanager
1000001013101001,Tissue - AFB investigations,4158,gstt_iclinicalmanager
5000001090101001,Renin Level,4155,gstt_iclinicalmanager
1000001148290001,Grip Strength 3,4139,gstt_iclinicalmanager
2000004322101001,POCT Influenza A  RNA,4128,gstt_iclinicalmanager
1000004322101001,POCT COVID-19 RNA.,4128,gstt_iclinicalmanager
4000004322101001,POCT Respiratory Syncytial Virus RNA.,4128,gstt_iclinicalmanager
3000004322101001,POCT Influenza B  RNA,4128,gstt_iclinicalmanager
9000001138101001,Free Protoporphyrin Level,4126,gstt_iclinicalmanager
1180101001,Biopsy - MC & S,4124,gstt_iclinicalmanager
1000001894101001,XROH,4113,gstt_iclinicalmanager
1000002073101001,Full mouth periapicals - Dental,4109,gstt_iclinicalmanager
1000001281101001,Unprocessed Group & Antibody Screen,4091,gstt_iclinicalmanager
3000001195101001,Aluminium Level,4086,gstt_iclinicalmanager
8000001147101001,Dopamine Level Urine,4081,gstt_iclinicalmanager
2000001044101001,Noradrenaline Level Urine,4081,gstt_iclinicalmanager
3000001192101001,Adrenaline Level Urine,4079,gstt_iclinicalmanager
2000004082101001,Hazel nut cor a 9 (recomb) Allergen,4070,gstt_iclinicalmanager
5000001687101001,Aspiration Breast FN Lt - US,4069,gstt_iclinicalmanager
8000001179101001,Biopsy - AFB investigations,4055,gstt_iclinicalmanager
1000001688101001,Wrist Lt - MRI,4048,gstt_iclinicalmanager
1000001694101001,Doppler Groin Lt - US,4041,gstt_iclinicalmanager
5000001746101001,CD19 Antibody.,3999,gstt_iclinicalmanager
6000003035101001,Branched Chain Amino Acids,3993,gstt_iclinicalmanager
7000001142101001,Nuclear Clearance GFR,3991,gstt_iclinicalmanager
4000001076101001,Pivka II,3990,gstt_iclinicalmanager
1000002276101001,Basophil Histamine Release Level,3984,gstt_iclinicalmanager
5000001197101001,Amylase Level Fluid,3980,gstt_iclinicalmanager
6000002589101001,.MRSA Emergency Admission  Screen,3979,gstt_iclinicalmanager
3000002268101001,Cytogenetics Investigation BM,3963,gstt_iclinicalmanager
2000004184101001,Serum Adalimumab Level.,3955,gstt_iclinicalmanager
6000001040101001,Zinc Protoporphyrin Level,3947,gstt_iclinicalmanager
1000004296101001,SARS-CoV-2 Genotype,3939,gstt_iclinicalmanager
1000003571101001,NCHBHN,3938,gstt_iclinicalmanager
5000002589101001,.MRSA Admission  - other site/specimen,3937,gstt_iclinicalmanager
1000001401101001,WBC.,3922,gstt_iclinicalmanager
5000002244101001,Brazil Nut allergen,3921,gstt_iclinicalmanager
8000001195101001,Amino Acid Urine,3910,gstt_iclinicalmanager
2000001174101001,CD3 Antibody,3905,gstt_iclinicalmanager
3000001173101001,CD19 Antibody,3901,gstt_iclinicalmanager
7000001156101001,Doppler arm veins Left - US,3889,gstt_iclinicalmanager
1000001490101001,Naso-jejunal Tube Insertion,3884,gstt_iclinicalmanager
1000002638101001,Mobile image intensifier Abdomen - Th,3882,gstt_iclinicalmanager
6000001047101001,Paraprotein Type Urine,3880,gstt_iclinicalmanager
3000001310101001,Int Cort:,3874,gstt_iclinicalmanager
4000001182101001,Calcaneum left - X-Ray,3869,gstt_iclinicalmanager
2000002873101001,NM Tablets,3868,gstt_iclinicalmanager
6000001205101001,Arm (Left) Swab,3866,gstt_iclinicalmanager
9000001170101001,CD5 Antibody,3866,gstt_iclinicalmanager
8000001014101001,TPPA (replaces TPHA),3860,gstt_iclinicalmanager
8000001746101001,CD20 Antibody.,3853,gstt_iclinicalmanager
7000001310101001,Crithidia DNA IgG Titre,3850,gstt_iclinicalmanager
8000001310101001,Crithidia DNA IgM Titre,3850,gstt_iclinicalmanager
1000001065101001,Lumbar spine - CT,3842,gstt_iclinicalmanager
4000001172101001,CD10 Antibody,3838,gstt_iclinicalmanager
1000001104101001,HIV DNA PCR,3825,gstt_iclinicalmanager
3000001049101001,Neck Swab,3818,gstt_iclinicalmanager
8000001176101001,Cervical Swab MC & S,3814,gstt_iclinicalmanager
8000001173101001,CD20 Antibody,3812,gstt_iclinicalmanager
8000002544101001,Sleep Clinic - Adult Actigraphy,3791,gstt_iclinicalmanager
9000002244101001,Cashew Nut allergen,3783,gstt_iclinicalmanager
3000001171101001,CD7 Antibody,3779,gstt_iclinicalmanager
2245101001,Walnut allergen,3767,gstt_iclinicalmanager
5000001199101001,Antibody Specificity 2,3757,gstt_iclinicalmanager
1000001055101001,MTHFR 677,3756,gstt_iclinicalmanager
4000001390101001,Haemoglobin.,3755,gstt_iclinicalmanager
1174101001,CD23 Antibody,3755,gstt_iclinicalmanager
6000001171101001,CD8 Antibody,3752,gstt_iclinicalmanager
4000001170101001,CD4 Antibody,3749,gstt_iclinicalmanager
1000001350101001,Smooth Muscle Antibody Titre,3729,gstt_iclinicalmanager
6000001102101001,IA Femoral Angiogram,3720,gstt_iclinicalmanager
8000002752101001,Venogram - MRV,3706,gstt_iclinicalmanager
7000001017101001,Small Parts - US,3695,gstt_iclinicalmanager
9000001196101001,Ammonia Level,3686,gstt_iclinicalmanager
7000001170101001,CD45 Antibody,3677,gstt_iclinicalmanager
1000001686101001,Aspiration Breast FN Rt - US,3669,gstt_iclinicalmanager
9000003166101001,Modified APCR ratio,3667,gstt_iclinicalmanager
5000001054101001,MRI - add Gadolinium,3665,gstt_iclinicalmanager
3000001915101001,Complement Alternate Pathway,3664,gstt_iclinicalmanager
8000003338101001,Hazel nut rCOR a 1 (recomb) Allergen,3663,gstt_iclinicalmanager
2000002745101001,USD - Guided biopsy Neck US,3654,gstt_iclinicalmanager
2000003213101001,EEG/EMG Referral Order,3651,gstt_iclinicalmanager
4000001118101001,Group & Antibody Screen Comment,3650,gstt_iclinicalmanager
3000001871101001,CD43 Antibody,3648,gstt_iclinicalmanager
6000003311101001,Peanut rAra h 8 PR-10 (recombinant) Allergen,3638,gstt_iclinicalmanager
1000001011101001,Thyro. Microsomal HA Titre,3634,gstt_iclinicalmanager
3000001011101001,Thyroglobulin HA Titre,3634,gstt_iclinicalmanager
1000003635101001,Pelvis AP for Hip Surveillance - X-Ray,3629,gstt_iclinicalmanager
2000001073101001,Perineal Swab,3628,gstt_iclinicalmanager
7000001025101001,Syphilis IgG (EIA),3622,gstt_iclinicalmanager
5000002246101001,Soya Allergen,3611,gstt_iclinicalmanager
2000001540101001,Haemoglobin Mass Spectometry,3599,gstt_iclinicalmanager
1000002555101001,Sentinel node breast - N Med,3588,gstt_iclinicalmanager
1000003305101001,Complement Classical Pathway,3582,gstt_iclinicalmanager
4000001017101001,Sm Lambda Antibody,3579,gstt_iclinicalmanager
3000001017101001,Sm Kappa Antibody,3579,gstt_iclinicalmanager
6000001032290001,Urobilinogen,3575,gstt_iclinicalmanager
4000004362101001,LFD Flu Control Line,3572,gstt_iclinicalmanager
2000004362101001,POCT LFD Influenza A,3572,gstt_iclinicalmanager
3000004362101001,POCT LFD Influenza B,3572,gstt_iclinicalmanager
9000001128101001,Face Swab,3568,gstt_iclinicalmanager
8000001136101001,Fistuloplasty,3568,gstt_iclinicalmanager
1000003368101001,Tryptase,3567,gstt_iclinicalmanager
3000002441101001,EBV Load Copies/ml whole blood,3566,gstt_iclinicalmanager
1000002441101001,Log Copy Number.......,3566,gstt_iclinicalmanager
6000001009101001,Ulcer (Other) Swab,3565,gstt_iclinicalmanager
4000002387101001,Sleep Clinic - Paediatric Oximetry,3554,gstt_iclinicalmanager
3000001074101001,Phenobarbitone Level,3549,gstt_iclinicalmanager
8000001046101001,Pancreas - MRI,3547,gstt_iclinicalmanager
5000001182101001,Calcaneum right - X-Ray,3547,gstt_iclinicalmanager
1000002829101001,Guided injection shoulder Rt - US,3542,gstt_iclinicalmanager
8000003908101001,Foetus - MRI (KCL Scanner),3537,gstt_iclinicalmanager
4000003319101001,Hazel nut rCOR a 8 (recomb) Allergen,3531,gstt_iclinicalmanager
1000002302101001,NM Whole Body  FDG PET CT,3529,gstt_iclinicalmanager
1000003898101001,Genetic Analysis Request,3523,gstt_iclinicalmanager
1279101001,Unprocessed Chemistry  Sample,3520,gstt_iclinicalmanager
6000001194101001,Aldosterone Level,3518,gstt_iclinicalmanager
4000002740101001,Toes Rt - X-Ray,3518,gstt_iclinicalmanager
